filename,mos,noise_mean,noise_std,blur_mean,blur_std,overexposure_mean,overexposure_std,lowlight_mean,lowlight_std,warp_mean,warp_std,stain_mean,stain_std,occlusion_mean,occlusion_std
01150.jpg,4.166666666666667,0.0,0.0,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.666666667,0.48507125,0.055555556,0.23570226,0.0,0.0
36_06_01.bmp,3.2222222222222223,0.111111111,0.323380833,0.555555556,0.511309993,0.111111111,0.323380833,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226
35_16_05.bmp,1.4444444444444444,0.111111111,0.323380833,0.777777778,0.427792632,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833,0.0,0.0,0.0,0.0
11_23_02.bmp,2.7222222222222223,0.055555556,0.23570226,0.222222222,0.427792632,0.055555556,0.23570226,0.777777778,0.427792632,0.222222222,0.427792632,0.111111111,0.323380833,0.055555556,0.23570226
20_07_02.bmp,2.555555555555556,0.166666667,0.383482494,0.722222222,0.460888599,0.055555556,0.23570226,0.055555556,0.23570226,0.111111111,0.323380833,0.166666667,0.383482494,0.0,0.0
24_25_01.bmp,2.9444444444444446,0.111111111,0.323380833,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333,0.383482494
0767.jpg,3.1666666666666665,0.055555556,0.23570226,0.444444444,0.511309993,0.0,0.0,0.0,0.0,0.388888889,0.501631326,0.222222222,0.427792632,0.055555556,0.23570226
32_16_04.bmp,2.0,0.222222222,0.427792632,0.833333333,0.383482494,0.055555556,0.23570226,0.055555556,0.23570226,0.333333333,0.48507125,0.055555556,0.23570226,0.0,0.0
37_04_04.bmp,2.555555555555556,0.333333333,0.48507125,0.444444444,0.511309993,0.277777778,0.460888599,0.055555556,0.23570226,0.055555556,0.23570226,0.222222222,0.427792632,0.0,0.0
21_06_01.bmp,3.555555555555556,0.111111111,0.323380833,0.444444444,0.511309993,0.0,0.0,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226
15_17_02.bmp,2.833333333333333,0.166666667,0.383482494,0.388888889,0.501631326,0.0,0.0,0.055555556,0.23570226,0.388888889,0.501631326,0.111111111,0.323380833,0.166666667,0.383482494
01334.jpg,3.1666666666666665,0.055555556,0.23570226,0.833333333,0.383482494,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.0,0.0
01444.jpg,3.2222222222222223,0.111111111,0.323380833,0.555555556,0.511309993,0.166666667,0.383482494,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.0,0.0
01_15_05.bmp,2.888888888888889,0.111111111,0.323380833,0.611111111,0.501631326,0.222222222,0.427792632,0.111111111,0.323380833,0.0,0.0,0.0,0.0,0.055555556,0.23570226
27_05_01.bmp,3.111111111111111,0.222222222,0.427792632,0.555555556,0.511309993,0.055555556,0.23570226,0.055555556,0.23570226,0.5,0.514495755,0.0,0.0,0.055555556,0.23570226
30_25_03.bmp,2.5,0.0,0.0,0.111111111,0.323380833,0.0,0.0,0.111111111,0.323380833,0.222222222,0.427792632,0.0,0.0,0.888888889,0.323380833
14_18_01.bmp,2.833333333333333,0.055555556,0.23570226,0.611111111,0.501631326,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226,0.166666667,0.383482494,0.055555556,0.23570226
06_24_04.bmp,1.6111111111111112,0.055555556,0.23570226,0.888888889,0.323380833,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226,0.055555556,0.23570226,0.055555556,0.23570226
0059.jpg,4.111111111111111,0.055555556,0.23570226,0.222222222,0.427792632,0.611111111,0.501631326,0.0,0.0,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0
26_19_02.bmp,4.0,0.0,0.0,0.222222222,0.427792632,0.055555556,0.23570226,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226
06_03_05.bmp,1.6666666666666667,0.0,0.0,0.944444444,0.23570226,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.055555556,0.23570226,0.0,0.0
