filename,mos,noise_mean,noise_std,blur_mean,blur_std,overexposure_mean,overexposure_std,lowlight_mean,lowlight_std,warp_mean,warp_std,stain_mean,stain_std,occlusion_mean,occlusion_std
28_02_05.bmp,1.4444444444444444,0.0,0.0,0.888888889,0.323380833,0.111111111,0.323380833,0.0,0.0,0.222222222,0.427792632,0.0,0.0,0.0,0.0
01_10_01.bmp,3.055555555555556,0.166666667,0.383482494,0.555555556,0.511309993,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226
33_20_02.bmp,2.555555555555556,0.277777778,0.460888599,0.5,0.514495755,0.166666667,0.383482494,0.222222222,0.427792632,0.444444444,0.511309993,0.0,0.0,0.0,0.0
01_10_05.bmp,2.0,0.944444444,0.23570226,0.333333333,0.48507125,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226,0.055555556,0.23570226,0.111111111,0.323380833
0054.jpg,2.2777777777777777,0.111111111,0.323380833,0.611111111,0.501631326,0.944444444,0.23570226,0.0,0.0,0.0,0.0,0.0,0.0,0.055555556,0.23570226
35_15_03.bmp,2.555555555555556,0.055555556,0.23570226,0.611111111,0.501631326,0.277777778,0.460888599,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.055555556,0.23570226
29_13_02.bmp,3.333333333333333,0.111111111,0.323380833,0.166666667,0.383482494,0.111111111,0.323380833,0.055555556,0.23570226,0.055555556,0.23570226,0.166666667,0.383482494,0.055555556,0.23570226
20_09_02.bmp,2.888888888888889,0.722222222,0.460888599,0.277777778,0.460888599,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833,0.111111111,0.323380833,0.055555556,0.23570226
18_20_04.bmp,1.7777777777777777,0.611111111,0.501631326,0.277777778,0.460888599,0.222222222,0.427792632,0.333333333,0.48507125,0.0,0.0,0.0,0.0,0.055555556,0.23570226
12_12_01.bmp,3.388888888888889,0.388888889,0.501631326,0.277777778,0.460888599,0.111111111,0.323380833,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226
12_22_01.bmp,3.2222222222222223,0.166666667,0.383482494,0.444444444,0.511309993,0.222222222,0.427792632,0.111111111,0.323380833,0.0,0.0,0.0,0.0,0.055555556,0.23570226
21_13_01.bmp,3.7777777777777777,0.166666667,0.383482494,0.333333333,0.48507125,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.323380833
01240.jpg,2.611111111111111,0.333333333,0.48507125,0.888888889,0.323380833,0.055555556,0.23570226,0.333333333,0.48507125,0.111111111,0.323380833,0.111111111,0.323380833,0.0,0.0
34_11_03.bmp,2.611111111111111,0.888888889,0.323380833,0.333333333,0.48507125,0.166666667,0.383482494,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833
34_05_02.bmp,3.333333333333333,0.222222222,0.427792632,0.5,0.514495755,0.166666667,0.383482494,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226,0.055555556,0.23570226
30_04_03.bmp,2.6666666666666665,0.333333333,0.48507125,0.166666667,0.383482494,0.277777778,0.460888599,0.111111111,0.323380833,0.222222222,0.427792632,0.222222222,0.427792632,0.0,0.0
35_20_05.bmp,1.7222222222222223,0.555555556,0.511309993,0.555555556,0.511309993,0.222222222,0.427792632,0.166666667,0.383482494,0.0,0.0,0.0,0.0,0.0,0.0
29_14_04.bmp,1.5,0.166666667,0.383482494,0.111111111,0.323380833,0.0,0.0,0.722222222,0.460888599,0.166666667,0.383482494,0.111111111,0.323380833,0.055555556,0.23570226
07_22_05.bmp,1.7777777777777777,0.333333333,0.48507125,0.611111111,0.501631326,0.166666667,0.383482494,0.111111111,0.323380833,0.055555556,0.23570226,0.0,0.0,0.0,0.0
18_04_03.bmp,2.7777777777777777,0.388888889,0.501631326,0.222222222,0.427792632,0.166666667,0.383482494,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226,0.166666667,0.383482494
02_07_01.bmp,3.2777777777777777,0.111111111,0.323380833,0.555555556,0.511309993,0.0,0.0,0.0,0.0,0.444444444,0.511309993,0.055555556,0.23570226,0.0,0.0
04_04_04.bmp,2.6666666666666665,0.166666667,0.383482494,0.444444444,0.511309993,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833,0.444444444,0.511309993,0.111111111,0.323380833
29_10_02.bmp,3.1666666666666665,0.611111111,0.501631326,0.333333333,0.48507125,0.0,0.0,0.0,0.0,0.166666667,0.383482494,0.055555556,0.23570226,0.0,0.0
0927.jpg,1.6666666666666667,0.0,0.0,0.888888889,0.323380833,0.055555556,0.23570226,0.111111111,0.323380833,0.277777778,0.460888599,0.055555556,0.23570226,0.0,0.0
02_10_04.bmp,2.388888888888889,0.833333333,0.383482494,0.388888889,0.501631326,0.0,0.0,0.055555556,0.23570226,0.388888889,0.501631326,0.055555556,0.23570226,0.0,0.0
20_08_01.bmp,3.388888888888889,0.166666667,0.383482494,0.444444444,0.511309993,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833,0.166666667,0.383482494,0.055555556,0.23570226
0661.jpg,3.388888888888889,0.111111111,0.323380833,0.611111111,0.501631326,0.0,0.0,0.055555556,0.23570226,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226
36_02_03.bmp,1.7777777777777777,0.0,0.0,0.944444444,0.23570226,0.111111111,0.323380833,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833
33_18_03.bmp,2.7777777777777777,0.111111111,0.323380833,0.611111111,0.501631326,0.055555556,0.23570226,0.055555556,0.23570226,0.444444444,0.511309993,0.055555556,0.23570226,0.0,0.0
24_13_04.bmp,2.611111111111111,0.055555556,0.23570226,0.277777778,0.460888599,0.666666667,0.48507125,0.111111111,0.323380833,0.0,0.0,0.0,0.0,0.0,0.0
01316.jpg,3.055555555555556,0.388888889,0.501631326,0.5,0.514495755,0.055555556,0.23570226,0.111111111,0.323380833,0.611111111,0.501631326,0.055555556,0.23570226,0.055555556,0.23570226
0224.jpg,1.6666666666666667,0.055555556,0.23570226,0.388888889,0.501631326,0.0,0.0,0.944444444,0.23570226,0.0,0.0,0.055555556,0.23570226,0.0,0.0
22_08_01.bmp,3.333333333333333,0.111111111,0.323380833,0.5,0.514495755,0.055555556,0.23570226,0.055555556,0.23570226,0.111111111,0.323380833,0.166666667,0.383482494,0.0,0.0
26_12_02.bmp,3.7777777777777777,0.388888889,0.501631326,0.166666667,0.383482494,0.111111111,0.323380833,0.111111111,0.323380833,0.055555556,0.23570226,0.055555556,0.23570226,0.0,0.0
18_17_02.bmp,2.7222222222222223,0.055555556,0.23570226,0.5,0.514495755,0.055555556,0.23570226,0.055555556,0.23570226,0.111111111,0.323380833,0.111111111,0.323380833,0.222222222,0.427792632
20_18_03.bmp,2.4444444444444446,0.222222222,0.427792632,0.722222222,0.460888599,0.055555556,0.23570226,0.0,0.0,0.111111111,0.323380833,0.055555556,0.23570226,0.0,0.0
06_23_02.bmp,3.2222222222222223,0.055555556,0.23570226,0.0,0.0,0.055555556,0.23570226,0.777777778,0.427792632,0.0,0.0,0.0,0.0,0.055555556,0.23570226
0429.jpg,1.7777777777777777,0.055555556,0.23570226,1.0,0.0,0.0,0.0,0.055555556,0.23570226,0.0,0.0,0.0,0.0,0.055555556,0.23570226
0504.jpg,2.2222222222222223,0.055555556,0.23570226,0.388888889,0.501631326,0.055555556,0.23570226,0.555555556,0.511309993,0.722222222,0.460888599,0.0,0.0,0.0,0.0
